,Id,Name,Year_Established,Country,Description,Url,Image,Has_Trading_Incentive,Trust_Score,Trust_Score_Rank,Trade_Volume_24H_Btc,Trade_Volume_24H_Btc_Normalized,ExchangeID,Trading_Inc
25,hoo,Hoo.com,2019.0,Hong Kong,"Hoo.com is a world’s leading blockchain assets service platform, aiming to provide safe and reliable assets management and blockchain services to users worldwide. ",https://www.hoo.com,https://assets.coingecko.com/markets/images/526/small/Hoo_Logo2.jpg?1602237762,False,8.0,26,33169.462194331245,33169.462194331245,62,0.0
26,cointiger,CoinTiger,2017.0,Singapore,,https://www.cointiger.com/,https://assets.coingecko.com/markets/images/204/small/cointiger.png?1588935091,False,8.0,27,30246.07012524499,30246.07012524499,45,0.0
27,bigone,BigONE,2017.0,Seychelles,,https://bigone.com,https://assets.coingecko.com/markets/images/100/small/qcFFufEY_400x400.jpg?1561103345,False,8.0,28,16176.748062284732,16176.748062284732,7,0.0
28,bitmax,AscendEX (BitMax),2018.0,Singapore,"AscendEX (formerly BitMax) is a leading global digital asset financial platform founded by a group of Wall Street quantitative trading veterans in 2018, building on core value of “Efficiency, Resilience and Transparency.” 
 
Driven by its continuous innovative product development and early-mover advantage in strategic alignment with the leading projects from DeFi ecosystem, AscendEX offers trading services across over 200 trading pairs across cash, margin, and futures products, in particular margin trading of over 50 tokens in cross-asset collateral mode and futures trading in both cross-asset and isolated margin modes.",https://ascendex.com/en/global-digital-asset-platform,https://assets.coingecko.com/markets/images/277/small/AscendEX.png?1616471675,False,9.0,29,16343.485645877645,16343.485645877645,21,0.0
29,bitmart,BitMart,2017.0,Cayman Islands,,https://www.bitmart.com/en,https://assets.coingecko.com/markets/images/239/small/BitMart_logo.png?1611891118,False,8.0,30,15919.731191136023,15919.731191136023,20,0.0
30,bitget,Bitget,2018.0,Singapore,,https://www.bitget.com/,https://assets.coingecko.com/markets/images/540/small/bitget-logo-1.png?1591831975,False,8.0,31,15775.919105778714,15775.919105778714,16,0.0
31,lbank,LBank,2017.0,China,"Founded in October 2016, LBank is a centralized digital asset trading platform for international users. It aims to provide professional asset management solutions. At present, LBank offers hundreds of digital currency pairs. LBank also claims to have one of the highest staking rewards on any exchange.

LBank's claims that its core team comes from the traditional financial industry, IT, and top 500 universities. The team aims to build the most professional integrated service platform for digital assets while ensuring security.",https://www.lbank.info/,https://assets.coingecko.com/markets/images/118/small/LBank%E5%9C%86%E6%A0%87.png?1572923264,False,8.0,32,15789.171951026308,15789.171951026308,73,0.0
32,latoken,LATOKEN,2017.0,Cayman Islands,,https://latoken.com/,https://assets.coingecko.com/markets/images/124/small/LA_token.png?1605773251,False,8.0,33,13085.139449359795,13085.139449359795,72,0.0
33,hotbit,Hotbit,,Estonia,"Founded in 2018 and holding Estonian MTR licence, American MSB licence, an Australian AUSTRAC licence and a Canadian MSB licence，HotBit cryptocurrency exchange is known as a cryptocurrency trading platofrm that continues to develop and integrate various forms of businesses such as spot trading, financial derivatives, cryptocurrency investment and DAPP into one platform. Currently, Hotbit’s businesses covers more than 210 countries and areas. Based on its globalized and unified strategies, HotBit continues to focus on world's emerging markets such as Russia, Turkey and southeastern Asia markets, and was ranked one of the top 3 most welcomed exchanges by Russian media in 2019.",https://www.hotbit.io/,https://assets.coingecko.com/markets/images/201/small/hotbit.jpg?1531043195,False,8.0,34,12407.879601960009,12407.879601960009,63,0.0
34,bitflyer,bitFlyer,2014.0,Japan,,https://bitflyereuropesa.pxf.io/c/2223866/858437/11990,https://assets.coingecko.com/markets/images/5/small/bitflyer.jpg?1519611556,False,8.0,35,11677.897616684171,11677.897616684171,14,0.0
35,ftx_us,FTX.US,2020.0,United States,,https://ftx.us/,https://assets.coingecko.com/markets/images/532/small/FTX-US.jpg?1609051756,False,8.0,36,6855.834333274834,6855.834333274834,55,0.0
36,bitkub,Bitkub,2018.0,Thailand,,https://www.bitkub.com,https://assets.coingecko.com/markets/images/249/small/bitkub.png?1537180687,False,8.0,37,3619.30851939377,3619.30851939377,19,0.0
37,indodax,Indodax,2014.0,Indonesia,,https://indodax.com,https://assets.coingecko.com/markets/images/3/small/logogram-Indodax-new-_JPG_format.jpg?1580974378,False,8.0,38,3269.8736188354574,3269.8736188354574,66,0.0
38,cex,CEX.IO,2013.0,United Kingdom,,https://cex.io/,https://assets.coingecko.com/markets/images/56/small/main-icon.png?1617267530,False,8.0,39,2591.6151184399864,2591.6151184399864,36,0.0
39,blockchain_com,Blockchain.com,2012.0,United Kingdom,,https://www.blockchain.com/,https://assets.coingecko.com/markets/images/613/small/unnamedddd.png?1610503741,False,8.0,40,1639.0764774000484,1639.0764774000484,30,0.0
40,dextrade,Dex-Trade,2019.0,United Kingdom,"Dex-Trade is young but the most technical equiped crypto exchange, it offers traders easy-to-use interface and transactions safity. Since 2018, Dex-Trade team has the most fully range of security measures and security risk control measures in the industry. Dex-Trade welcomes global users and continues to expands digital currency in various countries to provide users with global trading opportunities. High-quality currencies are listed on Dex-Trade to offer traders comprehensive range of digital assets. By your side 24 hours a day, our support team will assist you with any issue or question you may have.",https://dex-trade.com/,https://assets.coingecko.com/markets/images/380/small/Dex-Trade_logo_new.png?1599629803,False,8.0,41,1001.8609599187475,1001.8609599187475,48,0.0
41,max_maicoin,Max Maicoin,,Taiwan,,https://max.maicoin.com,https://assets.coingecko.com/markets/images/218/small/max.jpg?1533888641,False,8.0,42,822.1760888864682,822.1760888864682,75,0.0
42,bitopro,BitoPro,2018.0,Taiwan,,https://www.bitopro.com/,https://assets.coingecko.com/markets/images/358/small/bitopro_coingecko_250x250_%281%29.png?1575884378,False,8.0,43,711.5561265606855,711.5561265606855,23,0.0
43,narkasa,Narkasa,2020.0,Turkey,,https://narkasa.com/,https://assets.coingecko.com/markets/images/573/small/narkasa.jpg?1599029564,False,8.0,44,50.8683066174254,50.8683066174254,78,0.0
44,upbit,Upbit,2017.0,South Korea,,https://upbit.com,https://assets.coingecko.com/markets/images/117/small/upbit.png?1520388800,False,7.0,45,438411.9922432825,438411.9922432825,94,0.0
45,zb,ZB,2017.0,China,,https://www.zb.com/,https://assets.coingecko.com/markets/images/115/small/zb.jpg?1519996151,False,7.0,46,114338.35434965433,114338.35434965433,100,0.0
46,bitcoin_com,Bitcoin.com Exchange,2019.0,Bahamas,"The mission of Bitcoin.com Exchange is to empower people from all over the world to trade cryptocurrencies with ease and confidence, from first-time traders to advanced trading professionals. With high liquidity, 24/7 multilingual support and dozens of trading pairs, complemented with a high level of security, we offer an attractive platform for trading any cryptocurrency. Within one year since launch, on average, our exchange has been visited by more than 500K active traders per month, and this number continues to grow as you read this sentence. 

Key Features:

- Enjoy more than 130 available trading pairs
- Cutting-edge matching engine technologies
- Up 5x and 10x leverage for more than 29 markets
- Deep liquidity
- User-friendly trading terminal
- Tight spreads
- Consistent trading competitions and giveaways",https://exchange.bitcoin.com/,https://assets.coingecko.com/markets/images/467/small/logomark.png?1568799194,False,8.0,47,62615.03611880144,62615.03611880144,12,0.0
47,coinhe,CoinHe,2018.0,Singapore,,https://coinhe.io/,https://assets.coingecko.com/markets/images/458/small/coinhe.png?1565866997,False,7.0,48,49798.31402988957,49798.31402988957,42,0.0
48,bkex,BKEX,2018.0,British Virgin Islands,,https://www.bkex.com/,https://assets.coingecko.com/markets/images/293/small/logo.png?1588125944,False,7.0,49,40387.298022211144,40387.298022211144,29,0.0
49,whitebit,WhiteBIT,2018.0,Estonia,,https://whitebit.com,https://assets.coingecko.com/markets/images/418/small/wb_3_avatar-02.png?1611212424,False,7.0,50,34067.44901182791,34067.44901182791,97,0.0
50,mxc,MXC,2018.0,,"Launched in Apr 2018, MXC is a centralized cryptocurrency exchange registered in Seychelles. It supports CNY, VND, USD, GBP, EUR, AUD deposit, and CNY, VND withdrawal.",https://www.mxc.com/,https://assets.coingecko.com/markets/images/409/small/MXC.png?1558593762,False,7.0,51,30621.468948958947,30621.468948958947,77,0.0
51,bitrue,Bitrue,2018.0,Singapore,,https://www.bitrue.com/,https://assets.coingecko.com/markets/images/254/small/bitrue-exchange.jpg?1537878894,False,7.0,52,30168.72512384276,30168.72512384276,25,0.0
52,paribu,Paribu,,Turkey,,https://www.paribu.com/,https://assets.coingecko.com/markets/images/136/small/paribu.jpg?1527734779,,7.0,53,17670.22896819822,17670.22896819822,87,
53,omgfin,Omgfin,2018.0,Estonia,,https://omgfin.com/exchange/,https://assets.coingecko.com/markets/images/396/small/Screenshot_11.png?1556858288,False,7.0,54,15636.419469198054,15636.419469198054,84,0.0
54,bitbank,Bitbank,2016.0,Japan,,https://bitbank.cc/,https://assets.coingecko.com/markets/images/122/small/bitbank.jpg?1521186278,False,7.0,55,13103.339285822984,13103.339285822984,11,0.0
55,cbx,CBX,2018.0,United Arab Emirates,,https://www.cbx.one,https://assets.coingecko.com/markets/images/355/small/cbx.jpg?1581414643,False,7.0,56,11156.603932469121,11156.603932469121,35,0.0
56,quoine,Liquid,2014.0,Japan,,https://liquid.com,https://assets.coingecko.com/markets/images/40/small/liquid.png?1536133472,False,7.0,57,10928.446506943217,10928.446506943217,91,0.0
57,poloniex,Poloniex,2014.0,Seychelles,,https://poloniex.com/,https://assets.coingecko.com/markets/images/37/small/poloniex.jpg?1519639007,False,7.0,58,9159.705564576561,9159.705564576561,89,0.0
58,aex,AEX,2013.0,Seychelles,,https://www.aex.cool/,https://assets.coingecko.com/markets/images/449/small/aex.png?1596082957,False,7.0,59,6464.315299117066,6464.315299117066,2,0.0
59,coincheck,Coincheck,2014.0,Japan,,https://coincheck.com/,https://assets.coingecko.com/markets/images/18/small/Coincheck.jpg?1519703836,,7.0,60,6449.215378456803,6449.215378456803,39,
60,probit,ProBit,2017.0,Seychelles,,https://www.probit.com/,https://assets.coingecko.com/markets/images/370/small/probit.png?1594886584,False,7.0,61,5272.340828953303,5272.340828953303,90,0.0
61,etorox,eToroX,2019.0,Gibraltar,"eToroX is eToro’s professional crypto exchange. Designed exclusively for the corporate and institutional-grade crypto trading community, the eToroX exchange is a highly effective, trusted and secure crypto trading solution, which is licensed and regulated by the Gibraltar Financial Services Commission under the Investments and Financial Fiduciary Services Act (licence number FSC1333B). eToroX currently has more than 30 digital assets, including 17 tokenized fiat and commodity stablecoins, and more than 100 trading pairs.",https://www.etorox.com/,https://assets.coingecko.com/markets/images/503/small/eToroX_Logo_400x400.jpg?1580209571,False,7.0,62,3833.2343231583964,3833.2343231583964,51,0.0
62,emirex,Emirex,2019.0,Estonia,"Launched on 10/09/2019, Emirex is a centralized exchange located at 405, Al Saaha Offices C, Dubai, UAE. It supports USD, EUR, AED fiat pairs/OTC/IEOs",https://www.emirex.com/,https://assets.coingecko.com/markets/images/592/small/Emirex.png?1602067691,False,7.0,63,3500.2644160416144,3500.2644160416144,50,0.0
63,luno,Luno,2013.0,Singapore,,https://www.luno.com,https://assets.coingecko.com/markets/images/33/small/luno.jpg?1519996997,False,7.0,64,2669.0673028732876,2669.0673028732876,74,0.0
64,korbit,Korbit,2013.0,South Korea,,https://www.korbit.co.kr/,https://assets.coingecko.com/markets/images/28/small/korbit-logo.png?1584091827,False,7.0,65,2608.4481584303244,2608.4481584303244,68,0.0
65,okcoin,OKCoin,2013.0,United States,"About OKCoin:
OKCoin is one of the largest and most trusted fiat-to-crypto trading platforms in the world. Founded in 2013, OKCoin offers advanced features for crypto beginners and high-volume traders alike, enabling users in 184 countries worldwide to exchange US dollars and the euro for Bitcoin, Tethers, USDK, Bitcoin Cash, Ethereum, Ethereum Classic, Decred, EOS, Litecoin, XRP, Cardano, 0x, Stellar, Zcash, TRX, and other digital assets. As a registered Money Services Business (MSB) with the Financial Crimes Enforcement Network (FinCEN) and a Virtual Financial Asset Act (VFAA) exchange with a transitory provision permissioned by the Malta Financial Services Authority, OKCoin is on a mission to make digital assets accessible to the world while complying with the highest of regulatory standards. For more information, visit www.okcoin.com. ",https://www.okcoin.com/,https://assets.coingecko.com/markets/images/415/small/okcoin.png?1559105547,False,7.0,66,2520.2675371650234,2520.2675371650234,82,0.0
66,independent_reserve,Independent Reserve,2013.0,Australia,,https://www.independentreserve.com/,https://assets.coingecko.com/markets/images/389/small/x_V5Jquo_400x400.png?1556071437,False,7.0,67,1209.6727642153282,1209.6727642153282,65,0.0
67,atomars,Atomars,2019.0,,,https://atomars.com,https://assets.coingecko.com/markets/images/457/small/logo-ATOMARS-black.png?1565004325,False,7.0,68,1114.150811406727,1114.150811406727,3,0.0
68,btcmarkets,BTCMarkets,,Australia,,https://www.btcmarkets.net/,https://assets.coingecko.com/markets/images/237/small/btcmarkets-exchange.jpg?1536726060,False,7.0,69,1039.0923263046739,1039.0923263046739,31,0.0
69,aax,AAX,2019.0,,"AAX is the world’s first cryptocurrency exchange to be powered by LSEG Technology’s Millennium Exchange, the same matching engine at the heart of tier-one capital markets. AAX is a member of London Stock Exchange Group’s global ‘Partner Platform’. Offering OTC, Spot, and Futures trading, quoting more than 50 cryptocurrency pairs and listing 5 perpetual futures contracts for Bitcoin, Ether, Litecoin, Ripple, and EOS, which can be traded with high leverage, AAX provides a secure, deeply liquid, ultra-low latency and fully compliant trading platform. It offers an institutional-grade platform, for everyone. ",https://www.aax.com,https://assets.coingecko.com/markets/images/527/small/aax_app_logo.png?1586779427,False,7.0,70,1053.4511357212152,1053.4511357212152,1,0.0
70,mercado_bitcoin,Mercado Bitcoin,2016.0,Brazil,,https://www.mercadobitcoin.com.br/,https://assets.coingecko.com/markets/images/34/small/mercado.png?1520923694,,7.0,71,1015.483362587708,1015.483362587708,76,
71,cryptology,Cryptology,2018.0,Estonia,,https://cryptology.com/,https://assets.coingecko.com/markets/images/287/small/cryptology.png?1541390904,False,7.0,72,739.4627374822805,739.4627374822805,46,0.0
72,bitpanda,Bitpanda Pro,2014.0,Austria,,https://exchange.bitpanda.com,https://assets.coingecko.com/markets/images/474/small/bitpanda-pro.png?1619079941,False,7.0,73,655.1597924561768,655.1597924561768,24,0.0
73,coindeal,Coindeal,2018.0,Malta,"CoinDeal is one of the fastest-growing crypto-fiat exchanges in Europe.

The company is located in Malta and is subject to Maltese regulations.
On 25 November this year, a managerial delegation from CoinDeal went to Malta to meet with the Malta Financial Services Authority (MFSA). This is the next stage that leads the exchange to receive the Maltese VFA license. 
Read more HERE. CoinDeal meets the requirements of the VFA Class 4 and all its activities are legal. 
Its credibility is confirmed by its entry into the American market, which involved meeting a number of legal requirements. Thanks to Coindeal's compliance with all these requirements, it is now available in 13 states. You can read more HERE.

WHAT DO WE OFFER
We are one of the largest exchanges in Europe with more than 40 cryptocurrencies pairs in our offer, including the most popular ones such as Ethereum, Bitcoin or Litecoin and FIAT currencies: Euro (EUR), Dollar (USD), British pound (GBP), Polish zloty (PLN), Swiss franc (CHF)
We always want to provide our users with the opportunity to actively participate in the development of CoinDeal, so by voting for new cryptocurrency users can decide which of them will be added to the exchange. 

CDL TOKEN
CoinDeal exchange created its own Token to give it for free to its users. It was the first Token in the world to be distributed free of charge to so many people. It was as many as 87 549 users of the Coindeal exchange! 45 000 000 000 Tokens were distributed, which is 90% of all created Tokens. When the market opened for CDL, which took place on November 12, 2019, the value of all Tokens was 1 129 382 USD (382 BTC)! In the beginning, CDL is available together with BTC. The pairs planned for the near future are CDL/EUR and CDL/USDT. Additionally, the exchange offers many benefits from having CDL Tokens on your account. Among other things, it is a 0% fee and you can read about it on the official Token website.

SECURITY
Our platform has the highest SSL standard security integrated with Cloudflare functionality. User accounts are protected by a multi-level 2FA verification. For the withdrawal of funds, it is necessary to have an email confirmation, which is also required when using the platform with new IP addresses. 90% of user funds are stored on cold wallets protected by Multisignature.

OUR TEAM
Kajetan Maćkowiak and Adam Bicz  are the main managers of CoinDeal.

Adam has built his long-standing experience in the IT and blockchain sector in the international arena. As the chief programmer at CoinDeal, he is the leader of the team responsible for the development and security of the exchange. Adam operates not only within the BlockchainHouse brand but is also the creator of the BuyCoinNow and Paycoiner payment gateway. 

Kajetan has been involved in co-creating blockchain technology projects for years. His professional experience allows him to effectively develop his business and manage his marketing activities. He created an international umbrella brand, which is BlockchainHouse. He is a co-creator of global brands such as Paycoiner and BuyCoinNow. 
",https://coindeal.com/,https://assets.coingecko.com/markets/images/313/small/2ZP5JaIL_400x400.jpg?1541109266,False,7.0,74,400.15043817144027,400.15043817144027,40,0.0
74,kuna,Kuna Exchange,,United Kingdom,,https://kuna.io/,https://assets.coingecko.com/markets/images/97/small/kuna_exchange.png?1545126178,False,8.0,75,83.00843794839528,83.00843794839528,71,0.0
75,itbit,itBit,2013.0,United States,,https://www.itbit.com/,https://assets.coingecko.com/markets/images/26/small/itbit.png?1519810172,False,7.0,76,1884.0475247807747,0.0,67,0.0
76,vcc,VCC Exchange,2019.0,Vietnam,"Launched on May 19, 2019, VCC Exchange is an exchange based in Singapore, operates in Vietnam. It has worked with the government in few initiatives including Dialogue on blockchain-based applications’ legal framework (https://bit.ly/32SJVl2) and Vietnam Blockchain Startup (https://bit.ly/341Iv7Q).

VCC supports trading crypto-crypto, VND-crypto in web, iOS and Android applications. VCC Exchange is backed by Signum Capital and Axiom Associates Capital. It currently supports trading fee of 0%.",https://vcc.exchange,https://assets.coingecko.com/markets/images/500/small/VCC_Logo_200x200.jpg?1576147069,False,6.0,77,409237.06040764845,409237.06040764845,95,0.0
77,bidesk,Bidesk,2019.0,British Virgin Islands,"Bidesk exchange is a digital asset trading platform aiming to provide a secure and safe platform for trading liquidity of in demand and quality tokens with a class user experience. Its advanced fast matching engine, 24/7 customer support and high-grade financial support services are expected to maximize the wealth growth opportunities to its users. ",https://www.bidesk.com/,https://assets.coingecko.com/markets/images/545/small/bidesk.png?1593787873,False,6.0,78,243122.27237278648,243122.27237278648,6,0.0
78,bitoffer,Bitoffer,2019.0,Hong Kong,,https://www.bitoffer.com/en,https://assets.coingecko.com/markets/images/456/small/S1naTFE.png?1565005583,False,6.0,79,143549.6709681132,143549.6709681132,22,0.0
79,pancakeswap,PancakeSwap,2020.0,,,https://pancakeswap.finance/,https://assets.coingecko.com/markets/images/595/small/pancakeswap.png?1618240659,False,6.0,80,147561.90889365305,147561.90889365305,86,0.0
80,zbg,ZBG,2018.0,China,,https://www.zbg.com/,https://assets.coingecko.com/markets/images/256/small/zbg-exchange.jpg?1537878965,False,6.0,81,76721.6801059353,76721.6801059353,101,0.0
81,hitbtc,HitBTC,2013.0,,"HitBTC is the world’s most advanced cryptocurrency exchange. Since 2013, HitBTC has been providing markets for Bitcoin, Ethereum, Litecoin, Dogecoin, Monero, USDT, and more than 300 cryptocurrencies in total.

Created by outstanding technical minds, high-level finance professionals and experienced traders, HitBTC delivers the most reliable, fast and powerful platform solution on the market.

The platform has earned its reputation for fault-tolerance, flawless uptime and high availability. Its core matching engine is among the best technological products in its class, offering traders a wide range of features such as real-time clearing and cutting-edge order matching algorithms.

Key Features:
Rebate system - attractive to the most powerful market makers, creating high liquidity
No limits on the deposit or withdrawal of digital assets
Cutting-edge matching engine technologies
Wide range of available instruments (more than 500)
The most advanced API on the market (REST API and FIX API)
Access to the crypto assets exchange platform technology under the registered trademark “HitBTC” is provided in accordance with the Terms of Service.",https://hitbtc.com/,https://assets.coingecko.com/markets/images/24/small/hitbtc.png?1603975458,False,6.0,82,72444.10487288871,72444.10487288871,61,0.0
82,bibox,Bibox,2017.0,China,,https://www.bibox.com/,https://assets.coingecko.com/markets/images/114/small/bibox.jpg?1520752603,False,6.0,83,59083.10307498442,59083.10307498442,5,0.0
83,uniswap,Uniswap (v2),2018.0,,,https://uniswap.exchange/swap,https://assets.coingecko.com/markets/images/535/small/256x256_Black-1.png?1590893262,False,6.0,84,55219.91729398389,55219.91729398389,93,0.0
84,coinone,Coinone,2016.0,South Korea,,https://coinone.co.kr/,https://assets.coingecko.com/markets/images/20/small/coinone_circle_500x500.png?1606460853,False,7.0,85,28327.788597436043,28327.788597436043,43,0.0
85,btc_alpha,BTC-Alpha,2016.0,,,https://btc-alpha.com/exchange/,https://assets.coingecko.com/markets/images/155/small/btc_alpha.jpg?1526356352,False,6.0,86,24928.030230970056,24928.030230970056,33,0.0
86,sushiswap,Sushiswap,2020.0,,,https://sushiswap.fi/,https://assets.coingecko.com/markets/images/576/small/2048x2048_Logo.png?1609208464,False,6.0,87,20685.107303005232,20685.107303005232,92,0.0
87,phemex,Phemex,2019.0,Singapore,,https://phemex.com/,https://assets.coingecko.com/markets/images/564/small/phemex_logo.jpg?1596681293,False,6.0,88,20122.81570070021,20122.81570070021,88,0.0
88,coineal,Coineal,2018.0,Seychelles,,https://www.coineal.com/,https://assets.coingecko.com/markets/images/289/small/1537958245x-1566680256.png?1539679939,False,6.0,89,17775.75038587028,17775.75038587028,41,0.0
89,btcturk,BtcTurk PRO,,Turkey,,https://pro.btcturk.com/,https://assets.coingecko.com/markets/images/223/small/BTCTurk-exchange.jpg?1536726120,False,6.0,90,15426.998763080392,15426.998763080392,32,0.0
90,oceanex,Oceanex,2018.0,Cayman Islands,,https://oceanex.pro,https://assets.coingecko.com/markets/images/341/small/Oceanex.png?1548153658,False,6.0,91,13133.644622558797,13133.644622558797,81,0.0
91,exmarkets,ExMarkets,2018.0,British Virgin Islands,,https://exmarkets.com,https://assets.coingecko.com/markets/images/363/small/42200149_2115011248752220_3911078373144657920_n.jpg?1551247813,False,6.0,92,13014.494520163853,13014.494520163853,52,0.0
